,"('Meat & Cheese', 'Cold Drinks')","('Meat & Cheese', 'Hot Drinks')","('Snack Bars', 'Cold Drinks')","('Snack Bars', 'Hot Drinks')","('Fruit & Nuts', 'Cold Drinks')","('Fruit & Nuts', 'Hot Drinks')","('Popcorn & Chips', 'Cold Drinks')","('Popcorn & Chips', 'Hot Drinks')"
146,7.17184238747434,,9.879699011680144,3.807515151515152,12.594086021505374,14.613333333333333,4.684656862745098,3.3244796380090498
147,7.220163101604277,,13.241628571428572,3.807515151515152,15.948135593220336,14.613333333333333,4.7180323450134765,3.3244796380090498
148,8.536129840308945,,23.83468944099379,3.807515151515152,26.309375,14.613333333333333,5.221130298273156,3.3244796380090498
149,7.745757575757575,,3.5258035714285714,1.4527731163657935,6.1360975609756085,2.208282051282051,4.979809523809523,1.16098063973064
150,8.536129840308945,,23.83468944099379,1.4184669455751544,26.309375,2.067330785156872,5.221130298273156,1.0942850786567777
151,7.741234735413839,,23.525803571428572,1.8226521828243487,26.13609756097561,3.0752237111060636,4.97130612244898,1.4790605637083625
152,8.536129840308945,,23.83468944099379,1.545079656862745,26.309375,2.4356428571428568,5.221130298273156,1.21904973973395
153,7.468610240334378,,3.3841208791208794,2.2698459383753504,6.046249999999999,4.4769999999999985,4.859523809523808,1.7886185110942143
154,7.860575757575757,,3.578428571428572,1.74298336338584,6.167692307692307,3.0492444662255984,5.023549783549783,1.4586692350027517
155,3.2138101613576304,,4.032759784075574,1.7037847394540944,5.597794871794872,3.1071839080459767,2.7339070248129778,1.4157878808445097
156,3.129345238095238,,3.5684795321637424,1.8550708725224507,5.146557919621749,3.140669735669736,2.6774737286675667,1.5054609164420485
157,3.2138101613576304,,4.032759784075574,1.8550708725224507,5.597794871794872,3.140669735669736,2.7339070248129778,1.5054609164420485
158,7.386950757575757,,3.337857142857142,3.077027417027417,6.015294117647057,11.323260869565216,4.8194285714285705,2.4944654169360048
159,7.386950757575757,,3.337857142857142,1.389657142857143,6.015294117647057,2.2495322236449,4.8194285714285705,1.2127311912225704
160,3.3207001828601954,,2.5259467963386726,1.849970408163265,4.089294540699575,3.3344166300688034,1.8668885647122249,1.5177674023769099
161,3.301158769545866,,2.4789751163623337,1.849970408163265,4.045422003284072,3.3344166300688034,1.853451314767104,1.5177674023769099
162,7.961363636363636,,3.3775714285714287,4.260277056277056,3.5927027027027023,17.763076923076927,4.2029339477726575,5.294115384615385
163,8.136780303030303,,3.4469670329670334,4.260277056277056,3.6317142857142857,17.763076923076927,4.259129720853858,5.294115384615385
164,10.16660173160173,,3.961310924369747,4.260277056277056,3.8815384615384616,17.763076923076927,4.651095238095238,5.294115384615385
165,8.604316239316239,,6.782943722943723,4.260277056277056,6.188172043010753,17.763076923076927,3.9171989417989415,5.294115384615385
166,1.8431964701964705,,2.7149100022784234,4.260277056277056,3.296191397255227,17.763076923076927,2.7736790146096952,5.294115384615385
167,11.636400527009226,,11.087095238095241,1.5232938076416338,13.239166666666666,2.2655238095238093,5.6369187675070025,1.4342277978760651
168,11.64066310160428,,14.420428571428571,1.5100911801993893,16.572499999999998,2.1353571840453403,5.6447619047619035,1.3526351998540431
169,7.597577108881456,,6.40021645021645,1.8750016226002597,5.9747619047619045,3.21057732708468,3.608465608465608,2.106003734827264
170,4.216714285714286,,8.392000000000001,1.6293806499872676,9.945034482758619,2.502596903096903,4.107876254180602,1.5249435897435901
171,1.781956376956377,,4.019342328152397,2.385297349709114,4.367454545454545,4.717899999999998,2.6048090444027747,2.6659670329670333
172,2.877592396484168,,6.962726790450928,1.8057390635680108,8.544736842105262,3.1463452380952384,3.754425798258345,1.827794801641587
173,1.6877376558143822,,2.383002364066193,1.7693933808127356,2.3548321123321125,3.187815894797027,1.8799023809523807,1.76625
174,2.2567990239574094,,2.732418831168832,1.912308741099833,2.7593956043956043,3.280803571428572,2.1402380952380957,2.1288697592858283
175,2.9609710947440098,,3.3127950310559,1.912308741099833,3.7256012534273397,3.280803571428572,2.5246158070442286,2.1288697592858283
176,2.246621370499419,,2.6556359979889392,3.343789321789322,3.174111111111111,12.063333333333333,1.8644744144744148,3.7694954183747287
177,1.7858333333333334,,2.541007326007326,1.411809216589862,2.6867390532964306,2.3013419913419915,1.9663972693972689,1.470059692556919
178,2.3369864253393664,,3.171778146665365,1.9252905923344945,3.895648820326679,3.4488383017163504,2.293367602546707,1.9731569264069264
179,1.6630434663375842,,2.382815759637188,1.9252905923344945,2.3727394636015324,3.4488383017163504,1.8891529304029304,1.9731569264069264
180,2.4082724252491694,,3.1649696969696968,7.865857142857143,3.8752777777777787,,2.3294585561497323,3.028655462184874
181,1.5733150183150184,,2.2945922871695372,7.865857142857143,2.384135891906463,,1.844173524150268,3.028655462184874
182,1.8681469979296064,,2.5263782051282053,7.865857142857143,2.752303488860866,,1.9362324342324344,3.028655462184874
183,1.9280683085030912,,1.7005706340700404,7.865857142857143,2.2066287878787882,,1.9378612272056224,3.028655462184874
184,7.252570870898782,,3.3248351648351644,7.865857142857143,2.63125,,3.1041298701298703,3.028655462184874
185,3.181290709290709,,2.356477033492823,1.9088649253731345,4.32725974025974,,2.2638690371413484,1.2896321722179844
186,6.389532976827093,,2.9714974160206715,1.8039219533883284,13.965324786324786,,2.7332256728778463,1.2254243712460915
